"","Beds","FBaths","Garage_Spaces","HBaths","DOM","Housing_Older_Persons_Act","Membership_Purch_Rqd","Pets_Allowed","Sale_Price","SqFt_Liv_Area","Style","Waterfront_Property","Year_Built","Zip_Code","Assoc_Fee_Paid","fecha","Marble","Vinyl","Clay","Terrazzo","Parquet","Tile","Ceramic","Carpeted","Wood","None","Street_Parking","One_Space","Two_Or_More_Spaces","Valet_Parking","No_Leasing","Ok_To_Lease","No_Lease_Onest_Year_Owned","No_Restrictions","Tax_Informationcat","Waterfront","East_Of_Us_One","West_Of_Us_One","On_Golf_Course","Penthouse","Corner_Unit","Direct_Ocean","Intracoastal_View","Golf_View","Canal","Ocean_View"
"4164",2,2,1,"0",54,"No HOPA","0","No",675000,1298,"C42-Condo 5+ Stories","Yes","1974",33140,0,"11","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0"
"4165",3,2,0,"0",64,"Unverified","0","Yes",193500,1035,"C41-Condo 1-4 Stories","No","1983",33126,2700,"11","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4166",2,2,1,"0",18,"No HOPA","0","No",202000,1306,"C42-Condo 5+ Stories","No","1973",33183,4620,"6","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
"4167",2,2,0,"0",15,"No HOPA","0","Yes",192050,1248,"C42-Condo 5+ Stories","No","1973",33183,4632,"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4169",2,2,1,"0",189,"Unverified","0","Yes",1590000,1782,"C42-Condo 5+ Stories","Yes","1972",33149,0,"8","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","0","0","0","0","1","0","0","0","1"
"4170",3,2,2,"0",10,"Unverified","0","No",635000,1782,"C42-Condo 5+ Stories","Yes","1971",33149,16152,"3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0"
"4171",2,2,1,"0",273,"No HOPA","0","Yes",450000,1409,"C42-Condo 5+ Stories","Yes","1971",33149,8550,"5","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4172",2,2,1,"0",61,"No HOPA","0","No",975000,1782,"C42-Condo 5+ Stories","Yes","1971",33149,14172,"4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1"
"4173",2,2,1,"0",77,"No HOPA","0","No",460000,1409,"C42-Condo 5+ Stories","Yes","1971",33149,3150,"12","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4174",2,2,1,"0",335,"No HOPA","0","No",485000,1409,"C42-Condo 5+ Stories","Yes","1971",33149,9600,"5","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4175",2,2,1,"0",268,"Unverified","0","No",640000,1409,"C42-Condo 5+ Stories","Yes","1971",33149,12600,"4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0"
"4176",2,2,1,"0",126,"No HOPA","0","No",835000,1782,"C42-Condo 5+ Stories","Yes","1971",33149,0,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1"
"4177",3,4,2,"1",550,"Unverified","1","Yes",1288000,3641,"C42-Condo 5+ Stories","Yes","2003",33180,15750,"10","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0"
"4178",3,4,1,"1",31,"No HOPA","0","Yes",1082000,332,"C42-Condo 5+ Stories","Yes","2000",33180,14997,"12","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0"
"4179",3,4,1,"1",303,"No HOPA","0","Yes",1100000,332,"C42-Condo 5+ Stories","Yes","2000",33180,15750,"5","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","1"
"4180",3,2,1,"1",410,"No HOPA","0","Yes",1446667,239,"C42-Condo 5+ Stories","Yes","2000",33180,14997,"5","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","1","1","0","0","0"
"4181",2,2,1,"0",156,"No HOPA","0","Yes",190000,1535,"C42-Condo 5+ Stories","Yes","1981",33138,17064,"8","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4182",2,2,2,"0",298,"No HOPA","0","Yes",289000,0,"C42-Condo 5+ Stories","Yes","1981",33138,8292,"7","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0","0","1","0","1","0","1","0"
"4183",2,2,1,"0",138,"Unverified","0","Yes",190000,1312,"C42-Condo 5+ Stories","Yes","1981",33138,7032,"1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"4184",2,2,1,"0",245,"No HOPA","0","Yes",2e+05,1312,"C42-Condo 5+ Stories","Yes","1981",33138,11160,"6","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0"
"4185",2,2,1,"0",118,"No HOPA","0","Yes",225000,1535,"C42-Condo 5+ Stories","Yes","1981",33138,8100,"9","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"4186",2,2,1,"0",4,"Unverified","0","Yes",249000,1538,"C42-Condo 5+ Stories","Yes","1981",33138,18768,"1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0"
"4187",2,2,2,"0",245,"Unverified","0","Yes",215000,152,"C42-Condo 5+ Stories","Yes","1981",33138,16848,"7","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"4188",2,2,2,"0",40,"No HOPA","0","Yes",352000,152,"C42-Condo 5+ Stories","Yes","1981",33138,0,"1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1"
"4189",3,2,2,"1",97,"Unverified","0","Yes",350000,1913,"C42-Condo 5+ Stories","Yes","1981",33138,10128,"11","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4190",2,2,1,"0",29,"No HOPA","0","Yes",357000,152,"C42-Condo 5+ Stories","Yes","1981",33138,0,"1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0"
"4191",2,2,1,"0",40,"No HOPA","0","Yes",163626,1312,"C42-Condo 5+ Stories","Yes","1981",33138,18180,"1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0"
"4193",2,2,2,"0",45,"No HOPA","0","Yes",205000,1312,"C42-Condo 5+ Stories","Yes","1981",33138,9744,"9","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0"
"4194",2,2,0,"0",5,"No HOPA","0","Yes",160000,1066,"C42-Condo 5+ Stories","No","1976",33012,2352,"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4195",2,2,0,"0",94,"Unverified","0","Yes",199000,1066,"C41-Condo 1-4 Stories","No","1976",33012,2352,"10","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4196",2,1,0,"1",15,"Unverified","0","Yes",2e+05,552,"T52-Townhouse Condo","No","1965",33154,3120,"9","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"4197",3,2,1,"1",7,"Unverified","0","Yes",365000,0,"T51-Townhouse Fee Simple","Yes","2012",33178,2640,"4","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4198",3,2,0,"1",62,"Unverified","0","Yes",155000,0,"T52-Townhouse Condo","No","2003",33035,3120,"12","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4199",3,2,0,"1",26,"No HOPA","0","Yes",159000,1452,"T51-Townhouse Fee Simple","No","2002",33035,4752,"3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4200",3,2,0,"1",50,"No HOPA","1","Yes",173250,1452,"C41-Condo 1-4 Stories","No","2003",33035,5064,"11","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4201",3,2,0,"1",15,"No HOPA","0","Yes",153220,1519,"C42-Condo 5+ Stories","No","2004",33035,0,"1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4202",3,2,1,"1",54,"No HOPA","0","Yes",206300,167,"T51-Townhouse Fee Simple","No","2006",33035,4548,"12","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4203",3,2,2,"1",38,"Unverified","0","Yes",208000,167,"T51-Townhouse Fee Simple","Yes","2006",33035,4548,"12","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0"
"4204",2,2,2,"1",27,"Unverified","0","Yes",170000,1431,"T51-Townhouse Fee Simple","No","2005",33035,4548,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4205",3,2,1,"1",55,"No HOPA","0","Yes",2e+05,186,"T51-Townhouse Fee Simple","No","2006",33035,4620,"3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"4206",3,3,2,"0",208,"Unverified","0","Yes",1475000,242,"T52-Townhouse Condo","Yes","1997",33139,18384,"7","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"4207",3,2,0,"0",36,"No HOPA","0","Yes",325500,1431,"T51-Townhouse Fee Simple","Yes","1984",33015,1116,"3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"4208",3,2,1,"1",95,"No HOPA","0","Yes",350000,189,"T51-Townhouse Fee Simple","No","1984",33176,3708,"10","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4209",3,2,0,"1",26,"No HOPA","0","Yes",357000,1724,"T52-Townhouse Condo","No","1984",33176,2136,"2","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"4210",3,2,1,"1",3,"Unverified","0","Yes",350000,189,"T51-Townhouse Fee Simple","No","1984",33176,3720,"3","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0"
"4211",2,2,0,"1",17,"No HOPA","0","Yes",246000,13,"T51-Townhouse Fee Simple","No","1986",33179,1980,"2","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4212",3,2,1,"1",49,"No HOPA","0","Yes",249900,1466,"T51-Townhouse Fee Simple","No","1987",33179,0,"2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"4213",3,2,0,"1",7,"No HOPA","0","Yes",249000,1466,"T51-Townhouse Fee Simple","No","1986",33179,1980,"1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4214",3,3,0,"1",54,"No HOPA","0","Yes",320000,207,"T51-Townhouse Fee Simple","No","1980",33179,2508,"3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4215",2,1,0,"1",103,"Unverified","0","Yes",295000,965,"C41-Condo 1-4 Stories","No","1971",33133,5496,"10","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"4216",3,2,0,"1",4,"Unverified","0","Yes",306000,1754,"T51-Townhouse Fee Simple","No","1979",33184,1860,"2","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4217",2,2,0,"0",45,"No HOPA","0","Yes",304000,1458,"T51-Townhouse Fee Simple","Yes","1979",33184,1860,"3","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4218",2,2,0,"0",112,"Unverified","0","Yes",250260,1463,"T51-Townhouse Fee Simple","No","1979",33175,1860,"2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4219",3,3,0,"0",13,"Verified","0","Yes",305000,1851,"T51-Townhouse Fee Simple","Yes","1979",33184,1860,"2","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4220",3,2,0,"0",7,"No HOPA","0","Yes",260000,1578,"T52-Townhouse Condo","No","1980",33184,1860,"1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4221",3,2,0,"0",5,"No HOPA","0","Yes",295000,1578,"T51-Townhouse Fee Simple","No","1980",33184,0,"5","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4222",3,3,2,"0",5,"No HOPA","0","Yes",295000,0,"T52-Townhouse Condo","No","1980",33184,1860,"2","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4223",3,2,1,"1",71,"No HOPA","0","Yes",695000,2119,"T52-Townhouse Condo","No","2006",33133,2400,"11","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"4224",3,2,0,"1",49,"No HOPA","0","Yes",260000,168,"T52-Townhouse Condo","No","1965",33141,5400,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4225",3,2,0,"1",34,"No HOPA","0","Yes",303800,1628,"T52-Townhouse Condo","No","1977",33183,1440,"2","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4226",3,2,2,"1",64,"No HOPA","0","Yes",281700,1988,"T51-Townhouse Fee Simple","No","2006",33190,852,"1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4227",3,2,1,"1",17,"Unverified","0","Yes",310000,1895,"T51-Townhouse Fee Simple","No","2011",33190,852,"4","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"4228",4,2,2,"1",12,"No HOPA","0","Yes",3e+05,2445,"T51-Townhouse Fee Simple","No","2007",33190,852,"5","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"4229",3,2,2,"1",7,"Unverified","0","Yes",312000,1988,"T51-Townhouse Fee Simple","No","2007",33190,138,"3","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4230",4,2,2,"1",37,"Unverified","0","Yes",319150,2201,"T51-Townhouse Fee Simple","No","2007",33190,133,"2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"4231",1,2,1,"0",199,"Unverified","0","Yes",342500,750,"C41-Condo 1-4 Stories","No","2003",33139,7752,"8","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"4232",2,2,1,"0",16,"No HOPA","0","Yes",465000,1024,"C41-Condo 1-4 Stories","No","2004",33139,10560,"3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"4233",1,1,0,"0",0,"Unverified","0","Yes",360000,910,"C41-Condo 1-4 Stories","No","1940",33139,9240,"12","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4234",2,2,1,"0",5,"No HOPA","0","Yes",435000,918,"C41-Condo 1-4 Stories","No","2003",33139,10356,"2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"4235",1,1,0,"1",350,"No HOPA","0","No",370500,1102,"C42-Condo 5+ Stories","Yes","1966",33140,6840,"1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","1"
"4236",1,1,1,"0",73,"Unverified","0","No",222389,726,"C42-Condo 5+ Stories","Yes","1966",33140,0,"10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0"
"4237",3,2,0,"1",137,"Unverified","1","Yes",244990,0,"T51-Townhouse Fee Simple","No","2020",33032,816,"1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4238",4,3,0,"1",34,"Unverified","1","Yes",269990,0,"T51-Townhouse Fee Simple","No","2019",33032,816,"1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4239",4,3,0,"1",34,"Unverified","1","Yes",273290,0,"T51-Townhouse Fee Simple","No","2019",33032,816,"1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4240",4,3,0,"1",34,"Unverified","1","Yes",264990,0,"T51-Townhouse Fee Simple","No","2019",33032,816,"1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4241",4,3,0,"1",1,"No HOPA","1","Yes",264421,0,"T51-Townhouse Fee Simple","No","2020",33032,816,"5","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"4242",4,3,0,"1",26,"No HOPA","0","Yes",269990,0,"T51-Townhouse Fee Simple","No","2020",33032,816,"5","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"4243",4,3,0,"1",1,"No HOPA","0","Yes",267621,0,"T51-Townhouse Fee Simple","No","2020",33032,816,"5","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"4244",4,3,0,"1",60,"No HOPA","1","No",269990,0,"T51-Townhouse Fee Simple","No","2020",33032,816,"7","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"4245",3,2,0,"0",133,"Unverified","0","Yes",238000,1328,"T52-Townhouse Condo","No","2005",33015,1824,"11","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4247",3,2,0,"0",10,"Unverified","1","Yes",260000,1113,"T52-Townhouse Condo","No","1980",33155,2256,"1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4248",3,2,0,"1",9,"No HOPA","0","Yes",262000,1229,"T52-Townhouse Condo","No","1985",33155,2580,"2","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4249",0,1,0,"0",408,"No HOPA","0","No",280000,551,"C42-Condo 5+ Stories","Yes","2003",33160,0,"4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4250",0,1,1,"0",932,"No HOPA","0","No",180000,551,"C42-Condo 5+ Stories","Yes","2003",33160,0,"7","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"4251",0,1,1,"0",14,"No HOPA","0","No",255000,664,"C42-Condo 5+ Stories","Yes","2003",33160,10740,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4252",2,2,2,"0",125,"No HOPA","0","No",720000,1021,"C42-Condo 5+ Stories","Yes","2003",33160,0,"2","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","1"
"4253",3,3,0,"1",224,"Unverified","0","Yes",1800000,2901,"C42-Condo 5+ Stories","Yes","2006",33160,26892,"6","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1"
"4254",2,2,0,"0",158,"No HOPA","0","Yes",725000,1276,"C42-Condo 5+ Stories","Yes","2006",33160,14640,"6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1"
"4255",2,2,2,"0",207,"No HOPA","0","Yes",650000,1276,"C42-Condo 5+ Stories","Yes","2006",33160,0,"6","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1"
"4256",1,1,1,"1",248,"Unverified","0","Yes",580000,958,"C42-Condo 5+ Stories","Yes","2008",33160,0,"5","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"4257",2,2,2,"0",228,"No HOPA","0","Yes",830000,1577,"C42-Condo 5+ Stories","Yes","2008",33160,0,"6","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1"
