"","Beds","FBaths","Garage_Spaces","HBaths","DOM","Housing_Older_Persons_Act","Membership_Purch_Rqd","Pets_Allowed","Sale_Price","SqFt_Liv_Area","Style","Waterfront_Property","Year_Built","Zip_Code","Assoc_Fee_Paid","fecha","Marble","Vinyl","Clay","Terrazzo","Parquet","Tile","Ceramic","Carpeted","Wood","None","Street_Parking","One_Space","Two_Or_More_Spaces","Valet_Parking","No_Leasing","Ok_To_Lease","No_Lease_Onest_Year_Owned","No_Restrictions","Tax_Informationcat","Waterfront","East_Of_Us_One","West_Of_Us_One","On_Golf_Course","Penthouse","Corner_Unit","Direct_Ocean","Intracoastal_View","Golf_View","Canal","Ocean_View"
"6478",2,2,0,"1",9,"No HOPA","0","Yes",187500,126,"C41-Condo 1-4 Stories","No","1977",33065,4188,"1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6479",2,2,0,"0",8,"No HOPA","1","Yes",280000,1437,"C41-Condo 1-4 Stories","Yes","1979",33325,5211,"2","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0"
"6480",2,2,0,"0",193,"No HOPA","0","No",825000,1444,"C41-Condo 1-4 Stories","Yes","1984",33316,0,"12","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0"
"6481",2,2,0,"0",120,"No HOPA","0","Yes",255000,1586,"C41-Condo 1-4 Stories","Yes","1981",33325,6708,"10","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"6482",3,2,1,"1",86,"No HOPA","0","Yes",303000,1652,"T51-Townhouse Fee Simple","Yes","2002",33073,2868,"10","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6483",3,2,1,"1",230,"No HOPA","0","Yes",299000,1543,"T51-Townhouse Fee Simple","No","2002",33073,2868,"10","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6484",3,2,1,"1",493,"No HOPA","0","Yes",274500,1503,"T51-Townhouse Fee Simple","Yes","2002",33073,2868,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"6485",2,2,0,"0",3,"No HOPA","0","Yes",181000,113,"C41-Condo 1-4 Stories","Yes","1975",33325,3576,"6","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0"
"6486",2,2,1,"1",168,"No HOPA","0","Yes",180000,1296,"C42-Condo 5+ Stories","Yes","1975",33325,3576,"8","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0"
"6487",2,2,0,"0",5,"No HOPA","0","Yes",169256,113,"C41-Condo 1-4 Stories","No","1975",33325,3576,"5","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6488",2,2,0,"0",6,"No HOPA","0","Yes",165000,113,"C41-Condo 1-4 Stories","No","1977",33325,3576,"1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6489",4,3,0,"0",18,"No HOPA","0","Yes",1300000,2557,"C41-Condo 1-4 Stories","Yes","1973",33316,17700,"5","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1"
"6490",2,2,1,"0",2,"No HOPA","0","Nc",195000,1544,"V53-Villa Fee Simple","No","1985",33321,4200,"6","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6491",2,2,1,"0",68,"No HOPA","0","Yes",192000,1255,"V53-Villa Fee Simple","No","1986",33321,4200,"12","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"6492",2,2,1,"0",14,"No HOPA","0","Yes",223800,1487,"V53-Villa Fee Simple","No","1988",33321,4200,"5","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6493",2,2,1,"0",36,"No HOPA","0","Yes",219950,1552,"V53-Villa Fee Simple","No","1987",33321,4200,"12","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6494",2,2,1,"0",57,"No HOPA","0","Yes",244000,1722,"V53-Villa Fee Simple","Yes","1988",33321,4200,"1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0"
"6495",2,2,1,"0",49,"No HOPA","0","Yes",221000,1543,"V53-Villa Fee Simple","Yes","1984",33321,4200,"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6496",2,2,0,"0",48,"No HOPA","0","Yes",158000,920,"C41-Condo 1-4 Stories","Yes","1985",33309,6168,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6497",2,2,0,"0",124,"No HOPA","0","Yes",156000,13,"C42-Condo 5+ Stories","Yes","1982",33309,6456,"12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6498",2,2,0,"0",12,"No HOPA","0","Yes",152000,920,"C41-Condo 1-4 Stories","Yes","1981",33309,6360,"5","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6499",2,2,1,"0",180,"No HOPA","0","Yes",167000,112,"C41-Condo 1-4 Stories","No","1986",33309,7296,"9","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"6500",2,2,0,"0",8,"No HOPA","0","Yes",2e+05,1218,"V53-Villa Fee Simple","Yes","1976",33064,420,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"6501",2,1,0,"0",26,"No HOPA","0","Yes",157000,812,"V53-Villa Fee Simple","No","1981",33064,360,"4","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6502",2,1,0,"0",14,"No HOPA","0","Yes",160050,748,"V53-Villa Fee Simple","No","1982",33064,315,"5","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6504",3,2,0,"1",16,"No HOPA","0","Nc",275000,1654,"T51-Townhouse Fee Simple","No","1983",33325,3288,"2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6505",3,2,0,"1",36,"No HOPA","0","Yes",270000,1654,"T51-Townhouse Fee Simple","No","1983",33325,3288,"5","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6506",3,2,0,"0",49,"No HOPA","0","Yes",278000,1489,"T51-Townhouse Fee Simple","No","1983",33325,3288,"12","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
"6507",2,2,0,"0",85,"No HOPA","0","No",236500,1259,"C42-Condo 5+ Stories","Yes","1974",33009,7404,"11","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0"
"6508",2,2,0,"0",91,"No HOPA","0","No",250000,0,"C42-Condo 5+ Stories","Yes","1974",33009,7008,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0"
"6509",1,1,0,"1",25,"No HOPA","0","No",160000,968,"C42-Condo 5+ Stories","Yes","1974",33009,4716,"5","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1"
"6511",2,2,1,"0",9,"No HOPA","1","Yes",153000,1259,"C42-Condo 5+ Stories","No","1974",33009,7416,"2","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6512",2,2,1,"0",20,"No HOPA","0","Yes",180000,142,"C42-Condo 5+ Stories","No","1974",33009,7008,"2","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6513",2,2,0,"0",45,"No HOPA","0","No",198000,1259,"C42-Condo 5+ Stories","Yes","1974",33009,0,"1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6515",3,3,2,"0",57,"No HOPA","0","Yes",445000,236,"T51-Townhouse Fee Simple","No","2010",33304,0,"1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"6516",2,1,0,"1",28,"No HOPA","0","Yes",158500,104,"T51-Townhouse Fee Simple","Yes","1986",33060,2640,"3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6517",3,2,1,"0",35,"No HOPA","0","Yes",275000,1511,"V53-Villa Fee Simple","Yes","1988",33064,2940,"3","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"6518",3,2,0,"1",12,"No HOPA","0","Yes",275000,1344,"T51-Townhouse Fee Simple","No","1985",33442,1680,"2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6519",3,2,1,"1",3,"No HOPA","0","Yes",375000,1958,"T51-Townhouse Fee Simple","Yes","1989",33442,1920,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6520",2,2,0,"0",31,"No HOPA","0","Yes",220000,1278,"V53-Villa Fee Simple","Yes","1982",33442,5040,"2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0"
"6521",2,2,0,"0",15,"No HOPA","0","Yes",285000,1278,"V53-Villa Fee Simple","Yes","1982",33442,5100,"5","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0"
"6522",4,3,2,"0",17,"No HOPA","0","Yes",425000,2902,"T51-Townhouse Fee Simple","Yes","1987",33442,1932,"1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"6523",2,2,0,"1",113,"No HOPA","0","Yes",220000,1447,"T51-Townhouse Fee Simple","No","1986",33442,1440,"10","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6524",3,3,0,"1",23,"No HOPA","0","Yes",305000,174,"T52-Townhouse Condo","Yes","1982",33442,5100,"2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6526",3,2,0,"1",9,"No HOPA","0","Yes",283700,164,"T52-Townhouse Condo","Yes","1976",33021,5856,"3","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"6527",2,2,0,"0",130,"Verified","0","No",168300,153,"C42-Condo 5+ Stories","Yes","1982",33319,4404,"11","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0"
"6528",2,2,0,"0",37,"Verified","0","No",155000,1345,"C42-Condo 5+ Stories","No","1981",33319,4164,"11","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6529",1,1,1,"0",14,"No HOPA","0","Yes",150000,0,"C41-Condo 1-4 Stories","Yes","1990",33324,2976,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0"
"6530",1,1,1,"0",17,"No HOPA","0","Yes",155000,0,"C41-Condo 1-4 Stories","Yes","1990",33324,2976,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0"
"6531",2,2,0,"0",152,"Unverified","0","Yes",158000,926,"C41-Condo 1-4 Stories","Yes","1990",33324,3744,"1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"6532",2,2,0,"0",84,"No HOPA","1","Yes",150000,965,"C41-Condo 1-4 Stories","No","1990",33324,4416,"3","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6533",2,2,0,"0",7,"No HOPA","0","No",168000,965,"C41-Condo 1-4 Stories","No","1990",33324,4188,"4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6534",2,2,0,"0",92,"No HOPA","0","Yes",175500,1286,"C41-Condo 1-4 Stories","Yes","1984",33317,4620,"11","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0"
"6535",1,1,0,"1",45,"No HOPA","0","Yes",155000,930,"C41-Condo 1-4 Stories","Yes","1983",33324,3612,"5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6536",2,2,0,"0",5,"No HOPA","0","Yes",167000,1,"C41-Condo 1-4 Stories","No","1984",33309,3480,"3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"6537",2,2,0,"0",101,"No HOPA","0","Yes",171000,935,"C41-Condo 1-4 Stories","Yes","1984",33326,3912,"2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0"
"6538",1,1,1,"0",24,"No HOPA","0","Yes",157000,0,"C41-Condo 1-4 Stories","Yes","1992",33309,2796,"6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0"
"6539",2,2,1,"0",175,"No HOPA","0","Yes",158000,992,"C41-Condo 1-4 Stories","Yes","1992",33309,3444,"12","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6540",2,2,0,"1",10,"No HOPA","0","Yes",254800,1188,"T51-Townhouse Fee Simple","No","1987",33322,2328,"4","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6541",3,3,0,"0",5,"No HOPA","0","Yes",290000,162,"T51-Townhouse Fee Simple","Yes","1986",33322,2328,"12","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0"
"6542",2,2,0,"0",36,"No HOPA","0","Yes",187500,1099,"V53-Villa Fee Simple","Yes","1980",33063,0,"1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"6543",2,2,1,"0",32,"No HOPA","0","Yes",192000,12,"V53-Villa Fee Simple","No","1978",33063,1110,"4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6544",3,2,1,"0",13,"No HOPA","0","Yes",197500,1396,"V53-Villa Fee Simple","No","1978",33063,1800,"2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0"
"6545",2,2,1,"0",362,"No HOPA","0","Yes",164000,768,"C41-Condo 1-4 Stories","No","1981",33071,3204,"1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6546",2,2,0,"0",24,"Verified","0","No",154500,1193,"C41-Condo 1-4 Stories","Yes","1986",33027,0,"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0"
"6547",2,1,0,"1",4,"No HOPA","0","Nc",216000,111,"T51-Townhouse Fee Simple","Yes","1996",33321,2640,"12","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6548",2,1,0,"1",14,"No HOPA","0","Yes",209500,111,"T51-Townhouse Fee Simple","Yes","1995",33321,2640,"4","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0"
"6549",2,2,0,"1",36,"No HOPA","0","Yes",223500,111,"T51-Townhouse Fee Simple","No","1995",33321,2640,"12","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6550",3,2,1,"0",79,"No HOPA","0","Yes",250000,1361,"V53-Villa Fee Simple","No","1996",33321,4500,"11","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0"
"6551",3,2,1,"1",11,"No HOPA","0","Nc",295000,1636,"T51-Townhouse Fee Simple","No","1998",33321,3384,"1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6552",2,2,2,"1",137,"No HOPA","0","Yes",257000,1381,"T52-Townhouse Condo","No","1997",33321,3360,"1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6553",3,2,1,"1",56,"No HOPA","0","Yes",290000,1496,"T51-Townhouse Fee Simple","No","1997",33321,3384,"10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6554",3,2,1,"1",15,"No HOPA","0","Yes",308500,1636,"T51-Townhouse Fee Simple","No","1997",33321,3384,"2","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6555",3,2,1,"1",5,"No HOPA","0","Yes",305000,1636,"T51-Townhouse Fee Simple","No","1998",33321,3384,"3","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6556",2,2,1,"1",6,"No HOPA","0","Yes",210000,1186,"T51-Townhouse Fee Simple","No","2005",33321,1380,"5","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6557",2,2,0,"0",14,"No HOPA","0","Yes",220000,987,"C41-Condo 1-4 Stories","Yes","1980",33308,4260,"5","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","0"
"6558",2,2,1,"0",80,"No HOPA","0","Yes",230000,1234,"V53-Villa Fee Simple","No","1988",33321,2040,"2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6559",2,2,1,"0",53,"No HOPA","0","Nc",540000,1154,"C42-Condo 5+ Stories","Yes","1984",33062,10464,"4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6560",2,2,1,"0",0,"No HOPA","0","Nc",550000,1154,"C42-Condo 5+ Stories","Yes","1984",33062,10764,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6561",2,2,0,"0",362,"No HOPA","0","Yes",525000,1154,"C42-Condo 5+ Stories","Yes","1984",33062,10512,"3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","1","0","0","0"
"6562",1,1,0,"0",14,"No HOPA","0","Yes",151500,552,"C41-Condo 1-4 Stories","No","1972",33305,4224,"4","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6563",3,2,1,"1",59,"No HOPA","0","Yes",325000,0,"T51-Townhouse Fee Simple","No","2011",33326,2232,"3","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6564",2,1,0,"0",13,"No HOPA","0","Yes",269000,865,"V53-Villa Fee Simple","No","1972",33305,6756,"1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6565",2,2,0,"1",135,"No HOPA","0","Nc",295000,1422,"C41-Condo 1-4 Stories","No","1981",33441,4800,"11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6566",3,4,2,"0",261,"No HOPA","0","Yes",1890000,295,"C42-Condo 5+ Stories","Yes","2007",33316,26004,"4","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6567",2,2,1,"0",384,"No HOPA","0","Yes",875000,1905,"C42-Condo 5+ Stories","Yes","2007",33316,17832,"3","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","0","0","1"
"6568",2,2,1,"0",71,"No HOPA","0","Yes",1165000,1905,"C42-Condo 5+ Stories","Yes","2007",33316,17832,"12","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","1"
"6569",2,2,1,"0",185,"No HOPA","0","Yes",250000,1148,"C42-Condo 5+ Stories","No","2001",33301,6912,"12","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6570",1,1,0,"0",129,"No HOPA","0","Yes",240000,894,"C42-Condo 5+ Stories","No","2001",33301,5232,"9","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6571",2,2,1,"0",330,"No HOPA","0","Yes",265000,1153,"C42-Condo 5+ Stories","No","2001",33301,7224,"2","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6572",2,2,1,"0",59,"No HOPA","0","Yes",274600,1148,"C42-Condo 5+ Stories","No","2001",33301,7104,"12","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6573",2,2,1,"0",7,"No HOPA","0","Yes",270000,1148,"C42-Condo 5+ Stories","Yes","2001",33301,6720,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6574",2,2,1,"0",342,"Unverified","0","Yes",712500,163,"C42-Condo 5+ Stories","Yes","2005",33301,15564,"2","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"6575",2,2,1,"0",149,"No HOPA","0","Yes",785000,163,"C42-Condo 5+ Stories","Yes","2005",33301,15564,"11","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1"
"6576",2,2,1,"1",223,"No HOPA","0","Yes",795500,211,"C42-Condo 5+ Stories","Yes","2005",33301,20244,"10","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6577",2,2,1,"1",327,"Unverified","0","Yes",795000,211,"C42-Condo 5+ Stories","Yes","2005",33301,20244,"2","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6578",3,3,1,"1",250,"No HOPA","0","Yes",925000,2635,"C42-Condo 5+ Stories","Yes","2005",33301,25728,"10","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0"
"6579",3,2,2,"1",18,"No HOPA","0","Yes",535000,0,"T51-Townhouse Fee Simple","No","2001",33301,0,"5","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"6580",2,2,1,"1",18,"Unverified","0","Yes",775000,1869,"C42-Condo 5+ Stories","Yes","2005",33301,17940,"2","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"6581",3,3,1,"1",203,"No HOPA","0","Yes",1150000,2726,"C42-Condo 5+ Stories","Yes","2004",33301,26172,"8","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1"
"6582",3,3,2,"1",49,"No HOPA","0","Yes",1400000,3239,"C42-Condo 5+ Stories","Yes","2005",33301,31104,"3","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6583",2,2,2,"0",74,"No HOPA","0","Yes",465000,1161,"C42-Condo 5+ Stories","Yes","2004",33301,11136,"11","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0"
"6584",2,3,1,"0",19,"No HOPA","0","Yes",888570,2129,"C42-Condo 5+ Stories","Yes","2004",33301,20436,"2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6585",3,3,1,"1",18,"No HOPA","0","Yes",1210000,2726,"C42-Condo 5+ Stories","Yes","2004",33301,26172,"6","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6586",2,2,1,"0",171,"No HOPA","0","Yes",535000,1161,"C42-Condo 5+ Stories","Yes","2004",33301,11148,"11","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1"
"6587",2,2,1,"1",99,"No HOPA","0","Yes",710000,1522,"C42-Condo 5+ Stories","Yes","2004",33301,14628,"11","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6588",2,2,1,"1",86,"No HOPA","0","Yes",737500,1869,"C42-Condo 5+ Stories","Yes","2004",33301,17940,"11","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6589",2,2,1,"0",84,"No HOPA","0","Yes",267500,107,"C42-Condo 5+ Stories","Yes","1979",33301,5160,"3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0"
"6590",2,2,0,"0",65,"No HOPA","0","Yes",261000,103,"C42-Condo 5+ Stories","Yes","1979",33301,0,"2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0"
