,Street_Name,X,Beds,Baths,Garage_Spaces,Baths.1,City_Name,Closing_Date,Complex_Name,County,DOM,Sale_Price,Street_Number_Numeric,Unit_Floor_Location,Waterfront_Description,Year_Built,Zip_Code,longitude,latitude
310,5th Ave,1513.0,3.0,2.0,1.0,0.0,Fort Lauderdale,2019-12-30,NURIVER LANDING CONDO,Broward County,175.0,492290.0,511.0,12.0,River Front,2005.0,33301.0,-73.9656177,40.7744146
182,25 ST,1547.0,2.0,2.0,1.0,1.0,Miami,2020-05-06,Onyx on the Bay,Miami-Dade County,24.0,490000.0,665.0,23.0,Bay Front,2007.0,33137.0,-73.76184479999999,40.5994598
847,Collins Ave,1403.0,1.0,1.0,1.0,0.0,Miami Beach,2020-01-06,The Carillon,Miami-Dade County,262.0,490000.0,6801.0,15.0,Ocean Front,2008.0,33141.0,-80.1210954,25.8632138
1812,VENETIAN WY,793.0,1.0,1.0,1.0,1.0,Miami Beach,2020-02-12,ONE THOUSAND VENETIAN WAY,Miami-Dade County,1665.0,490000.0,1000.0,10.0,Bay Front,1983.0,33139.0,-80.15856540000001,25.7909407
1603,Ocean Dr,1534.0,2.0,2.0,1.0,0.0,Hollywood,2019-12-17,SIAN,Broward County,73.0,490000.0,4001.0,14.0,Ocean Front,1970.0,33019.0,-80.1311819,25.7779458
8,105th Pl,1355.0,4.0,4.0,2.0,0.0,Doral,2020-01-07,LANDMARK AT DORAL,Miami-Dade County,178.0,485000.0,6308.0,1.0,Canal Width 81-120 Feet,2015.0,33178.0,-104.97759199999999,39.888040000000004
205,28th St,1270.0,2.0,2.0,1.0,0.0,Miami,2020-04-15,Icon Bay,Miami-Dade County,299.0,485000.0,460.0,33.0,Bay Front,2015.0,33137.0,-73.9935092,40.7470686
690,Brickell Bay Dr,1610.0,2.0,2.0,1.0,0.0,Miami,2020-03-06,The Mark on Brickell,Miami-Dade County,177.0,485000.0,1155.0,35.0,Bay Front,2001.0,33131.0,-80.1898079,25.7629285
1062,Crandon Blvd,1144.0,2.0,2.0,1.0,0.0,Key Biscayne,2020-03-12,TOWERS OF KEY BISCAYNE,Miami-Dade County,335.0,485000.0,1121.0,4.0,Ocean Access,1971.0,33149.0,-80.1606948,25.7014888
484,Bayshore Dr,1624.0,2.0,2.0,1.0,0.0,Miami,2019-12-02,The Grand,Miami-Dade County,33.0,485000.0,1717.0,28.0,Intracoastal Front,1986.0,33132.0,-81.7704,26.128629999999998
1526,ocean Dr,1580.0,2.0,2.0,1.0,0.0,Hollywood,2020-03-26,The Summit,Broward County,60.0,485000.0,1201.0,22.0,Ocean Front,1983.0,33019.0,-80.1311819,25.7779458
932,Collins Ave,1573.0,1.0,1.0,0.0,1.0,Miami Beach,2020-04-30,MEI MIami Beach,Miami-Dade County,15.0,485000.0,5875.0,14.0,Ocean Access,2008.0,33140.0,-80.1210954,25.8632138
1012,Collins Ave,1246.0,2.0,2.0,1.0,0.0,Miami Beach,2020-04-21,THE CARRIAGE CLUB SOUTH C,Miami-Dade County,403.0,480000.0,5001.0,8.0,Ocean Access,1967.0,33140.0,-80.1210954,25.8632138
1865,Yacht Club Dr,1605.0,3.0,2.0,2.0,0.0,Aventura,2020-02-10,North Tower at the Point,Miami-Dade County,23.0,480000.0,21205.0,14.0,Intracoastal Front,1997.0,33180.0,-95.030865,29.558926
1150,Galt Ocean Dr,1563.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-01-09,REGENCY TOWER CONDO,Broward County,81.0,479000.0,3850.0,203.0,Ocean Access,1969.0,33308.0,-80.0985962,26.1747161
1166,Galt Ocean Dr,1397.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-05-08,Playa Del Sol,Broward County,175.0,479000.0,3500.0,7.0,Ocean Front,1974.0,33308.0,-80.0985962,26.1747161
1738,Riverside Dr,1697.0,2.0,2.0,1.0,1.0,Pompano Beach,2020-02-21,Intracoastal Townhomes,Broward County,5.0,478000.0,797.0,1.0,Intracoastal Front,1984.0,33062.0,-73.9832536,40.7840076
513,Bedlington Rd,2170.0,4.0,3.0,0.0,0.0,Miami Lakes,2020-01-09,MIAMI LAKES LOCH ANDREWS,Miami-Dade County,64.0,475000.0,7268.0,1.0,Lake Front,1976.0,33014.0,-80.3173679,25.914199800000002
1548,Ocean Dr,1647.0,2.0,1.0,1.0,1.0,Hollywood,2020-02-07,Tides,Broward County,75.0,475000.0,3901.0,16.0,Ocean Front,1969.0,33019.0,-80.1311819,25.7779458
830,Collins Ave,1575.0,1.0,1.0,0.0,0.0,Miami Beach,2020-04-23,THE COLLINS CONDO,Miami-Dade County,34.0,475000.0,6917.0,14.0,Ocean Front,1969.0,33141.0,-80.1210954,25.8632138
1330,Jefferson Ave,1601.0,3.0,2.0,2.0,0.0,Miami Beach,2020-03-20,JEFFERSON VILLAS CONDO,Miami-Dade County,57.0,475000.0,1840.0,2.0,Canal Front,1979.0,33139.0,-77.46520290000001,43.090749
206,28th St,1600.0,2.0,2.0,1.0,0.0,Miami,2020-03-24,ICON BAY MIAMI,Miami-Dade County,177.0,475000.0,460.0,11.0,Bay Front,2015.0,33137.0,-73.9935092,40.7470686
1421,Ocean,1620.0,2.0,2.0,1.0,0.0,Pompano Beach,2019-12-13,SeaPointe,Broward County,88.0,470000.0,812.0,1.0,Ocean Front,1982.0,33062.0,-95.75898000000001,36.192873999999996
634,Brickell Ave,1662.0,2.0,2.0,2.0,0.0,Miami,2020-03-11,Skyline,Miami-Dade County,7.0,470000.0,2101.0,22.0,Bay Front,2004.0,33129.0,-80.19679959999999,25.7553254
530,BISCAYNE BL,1129.0,2.0,2.0,1.0,1.0,Miami,2019-12-16,MARINA BLUE,Miami-Dade County,1755.0,470000.0,888.0,29.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
1005,Collins Ave,1606.0,0.0,1.0,1.0,0.0,Miami Beach,2020-02-14,RONEY PALACE CONDO,Miami-Dade County,120.0,470000.0,2301.0,6.0,Ocean Front,1926.0,33139.0,-80.1210954,25.8632138
1862,West Dr,1626.0,1.0,2.0,2.0,0.0,North Bay Village,2019-12-05,SPACE 01 CONDO,Miami-Dade County,22.0,467215.0,7934.0,8.0,Bay Front,2006.0,33141.0,-96.1266412,41.2660556
1754,SUNNY ISLES BL,1338.0,3.0,2.0,2.0,0.0,Sunny Isles Beach,2020-04-02,ST TROPEZ ON THE BAY,Miami-Dade County,349.0,467000.0,150.0,8.0,Ocean Front,2009.0,33160.0,-80.1374728,25.9274603
1580,Ocean Dr,1374.0,2.0,2.0,1.0,0.0,Hollywood,2019-12-27,QUADOMAIN,Broward County,105.0,465000.0,2101.0,27.0,Ocean Front,1974.0,33019.0,-80.1311819,25.7779458
1356,Las Olas Way,1532.0,2.0,2.0,2.0,0.0,Fort Lauderdale,2020-02-12,LAS OLAS RIVER HOUSE,Broward County,74.0,465000.0,333.0,21.0,River Front,2004.0,33301.0,-118.81614740000002,34.0126901
1288,Island Ave,1636.0,1.0,1.0,1.0,1.0,Miami Beach,2020-02-21,Island Terrace Condo,Miami-Dade County,46.0,465000.0,5.0,9.0,Bay Front,1967.0,33139.0,-75.237983,39.898585
470,Bayshore Dr,1500.0,2.0,2.0,1.0,1.0,Miami,2020-04-01,Quantum on the Bay,Miami-Dade County,29.0,465000.0,1900.0,26.0,Bay Front,2008.0,33132.0,-81.7704,26.128629999999998
204,28th St,1326.0,2.0,2.0,1.0,0.0,Miami,2019-12-20,ICON BAY CONDO,Miami-Dade County,217.0,465000.0,460.0,22.0,Bay Front,2015.0,33137.0,-73.9935092,40.7470686
1825,West Ave,1726.0,2.0,2.0,1.0,0.0,Miami Beach,2020-02-28,The Waverly South Beach,Miami-Dade County,74.0,462500.0,1330.0,6.0,Bay Front,2001.0,33139.0,-94.16546170000001,36.06807020000001
1645,Ocean Dr,1621.0,2.0,2.0,1.0,0.0,Hollywood,2020-04-30,SUMMIT CONDO,Broward County,220.0,460000.0,1201.0,7.0,Ocean Access,1982.0,33019.0,-80.1311819,25.7779458
1494,Ocean Blvd,1469.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-04-20,PLAZA EAST,Broward County,166.0,460000.0,4300.0,4.0,Ocean Front,1967.0,33308.0,-78.86726479999999,33.70369960000001
1756,Sunny Isles Blvd,1216.0,3.0,2.0,1.0,0.0,Sunny Isles Beach,2020-03-10,St Tropez,Miami-Dade County,298.0,460000.0,250.0,3.0,Intracoastal Front,2010.0,33160.0,-80.1374728,25.9274603
1003,Collins Ave,1478.0,1.0,1.0,1.0,1.0,Miami Beach,2020-01-31,Bel Aire Condo,Miami-Dade County,65.0,460000.0,6515.0,10.0,Ocean Front,2004.0,33141.0,-80.1210954,25.8632138
1057,Crandon Blvd,1538.0,2.0,2.0,1.0,0.0,Key Biscayne,2020-03-20,TOWERS OF KEY BISCAYNE,Miami-Dade County,77.0,460000.0,1121.0,4.0,Ocean Front,1971.0,33149.0,-80.1606948,25.7014888
1665,OCEAN DRIVE,1664.0,2.0,2.0,1.0,0.0,Hallandale Beach,2020-01-27,2080 Ocean Drive,Broward County,27.0,460000.0,2080.0,3.0,Ocean Front,2003.0,33009.0,-80.1311819,25.7779458
1180,GALT OCEAN DR,1737.0,2.0,2.0,0.0,0.0,Fort Lauderdale,2020-04-16,ROYAL AMBASSADOR,Broward County,86.0,460000.0,3700.0,4.0,Ocean Front,1979.0,33308.0,-80.0985962,26.1747161
710,Brickell Key Dr,1242.0,2.0,2.0,2.0,0.0,Miami,2019-12-11,BRICKELL KEY II CONDO,Miami-Dade County,204.0,460000.0,540.0,8.0,Bay Front,1991.0,33131.0,-80.18539229999999,25.7673974
1400,New River Dr,1588.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-03-05,Watergarden Condo,Broward County,115.0,460000.0,347.0,14.0,River Front,2004.0,33301.0,-77.52891240000001,34.4372373
618,Brickell Ave,1299.0,2.0,2.0,2.0,0.0,Miami,2020-05-27,BRICKELL PLACE PHASE II,Miami-Dade County,336.0,460000.0,1925.0,0.0,Bay Front,1980.0,33129.0,-80.19679959999999,25.7553254
948,Collins Ave,1467.0,2.0,2.0,2.0,0.0,Surfside,2020-04-30,Champlain Tower South,Miami-Dade County,187.0,460000.0,8777.0,2.0,Ocean Access,1981.0,33154.0,-80.1210954,25.8632138
22,123rd St,1687.0,2.0,2.0,1.0,1.0,North Miami,2020-01-09,no complex name,Miami-Dade County,27.0,455000.0,2041.0,1.0,Canal Front,1965.0,33181.0,-73.95228979999999,40.808944200000006
190,26th Ave,1623.0,3.0,2.0,3.0,1.0,North Miami Beach,2019-12-19,OYSTER COVE TOWNHOUSES,Miami-Dade County,70.0,455000.0,16523.0,1.0,Canal Front,1990.0,33160.0,-87.84076800000001,42.613433
748,Collins,1632.0,1.0,1.0,1.0,1.0,Miami Beach,2020-03-06,Crystal House,Miami-Dade County,22.0,455000.0,5055.0,1.0,Ocean Front,1961.0,33140.0,-89.5553465,31.645443
1472,Ocean Blvd,1764.0,2.0,2.0,1.0,0.0,Pompano Beach,2020-02-13,ADMIRALTY TOWERS,Broward County,27.0,455000.0,750.0,17.0,Ocean Front,1970.0,33062.0,-78.86726479999999,33.70369960000001
1169,Galt Ocean Dr,1649.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-02-14,Ocean Manor,Broward County,133.0,455000.0,4040.0,10.0,Ocean Front,1960.0,33308.0,-80.0985962,26.1747161
707,Brickell Key Blvd,1557.0,2.0,2.0,0.0,0.0,Miami,2020-05-05,COURTS BRICKELL KEY,Miami-Dade County,94.0,454500.0,801.0,14.0,Bay Front,2002.0,33131.0,-80.18589329999999,25.7684451
1454,Ocean Blvd,1792.0,2.0,2.0,0.0,0.0,Pompano Beach,2020-01-30,BERMUDA HOUSE CONDOMINIUM,Broward County,33.0,454000.0,328.0,14.0,Ocean Front,1968.0,33062.0,-78.86726479999999,33.70369960000001
462,Bayshore Dr,1694.0,2.0,2.0,1.0,1.0,Miami,2019-12-09,quantum,Miami-Dade County,112.0,450000.0,1900.0,21.0,Bay Front,2007.0,33132.0,-81.7704,26.128629999999998
200,28th St,1406.0,2.0,2.0,1.0,0.0,Miami,2019-12-12,ICON BAY CONDO,Miami-Dade County,450.0,450000.0,460.0,15.0,Bay Front,2015.0,33137.0,-73.9935092,40.7470686
448,Bayshore Dr,1577.0,3.0,3.0,1.0,1.0,Miami,2020-04-21,The Grand,Miami-Dade County,326.0,450000.0,1717.0,24.0,Bay Front,1986.0,33132.0,-81.7704,26.128629999999998
607,Brickell Ave,1480.0,2.0,2.0,2.0,1.0,Miami,2020-03-03,BRICKELL PLACE PHASE II,Miami-Dade County,124.0,450000.0,1915.0,8.0,Bay Front,1980.0,33129.0,-80.19679959999999,25.7553254
17,114th St,1585.0,4.0,2.0,2.0,0.0,North Miami,2020-02-13,cricket Club Condominium,Miami-Dade County,115.0,450000.0,1800.0,21.0,Bay Front,1975.0,33181.0,-93.7751295,41.6424425
617,Brickell Ave,1915.0,1.0,1.0,1.0,1.0,Miami,2020-02-20,THE BOND,Miami-Dade County,182.0,450000.0,1080.0,37.0,Ocean Front,2016.0,33131.0,-80.19679959999999,25.7553254
1818,Waterview Way,1840.0,4.0,3.0,2.0,1.0,Parkland,2020-01-16,Town Parc At MiraLago,Broward County,0.0,450000.0,9639.0,1.0,Lake Front,2015.0,33076.0,-76.44716640000001,39.32821129999999
995,Collins Ave,1674.0,1.0,1.0,1.0,0.0,Miami Beach,2019-12-20,THE EXECUTIVE,Miami-Dade County,24.0,450000.0,4925.0,6.0,Ocean Front,1959.0,33140.0,-80.1210954,25.8632138
86,171st St,1561.0,3.0,2.0,0.0,1.0,North Miami Beach,2020-03-27,COMMODORE TOWNHOMES,Miami-Dade County,68.0,445000.0,3822.0,1.0,Intracoastal Front,1984.0,33160.0,-73.78868990000001,40.707431299999996
1740,Riverside Dr,1799.0,2.0,2.0,1.0,0.0,Pompano Beach,2020-01-10,RIVERSIDE TERRACE,Broward County,8.0,445000.0,615.0,5.0,Intracoastal Front,1969.0,33062.0,-73.9832536,40.7840076
1609,Ocean Dr,1724.0,1.0,1.0,1.0,0.0,Miami Beach,2020-03-05,ROYAL ATLANTIC,Miami-Dade County,26.0,445000.0,465.0,10.0,Ocean Front,1969.0,33139.0,-80.1311819,25.7779458
1373,Miami Ave,1884.0,3.0,2.0,1.0,0.0,Miami,2020-03-13,WIND CONDO,Miami-Dade County,25.0,445000.0,350.0,31.0,River Front,2008.0,33130.0,-80.2022561,25.7531518
54,14th St Cswy,1783.0,2.0,2.0,1.0,0.0,Pompano Beach,2019-12-31,VOYAGER CONDO,Broward County,15.0,445000.0,2900.0,8.0,Intracoastal Front,1981.0,33062.0,-80.0935418,26.250133899999998
611,Brickell Ave,1661.0,2.0,2.0,1.0,0.0,Miami,2020-01-21,500 BRICKELL EAST CONDO,Miami-Dade County,221.0,444300.0,500.0,6.0,Intracoastal Front,2008.0,33131.0,-80.19679959999999,25.7553254
1138,Galt Ocean Dr,1771.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-03-09,Regency Tower,Broward County,142.0,444000.0,3850.0,11.0,Ocean Front,1969.0,33308.0,-80.0985962,26.1747161
1438,Ocean Blvd,1646.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-04-03,The Vue Condominium,Broward County,82.0,440000.0,2001.0,4.0,Intracoastal Front,2005.0,33305.0,-78.86726479999999,33.70369960000001
1544,Ocean Dr,1334.0,2.0,2.0,2.0,0.0,Hollywood,2020-02-07,Residences on Hollywood,Broward County,175.0,440000.0,3000.0,16.0,Intracoastal Front,1970.0,33019.0,-80.1311819,25.7779458
433,Bay Harbor Dr,1596.0,2.0,2.0,1.0,1.0,Bay Harbor Islands,2020-01-07,BLAIR HOUSE,Miami-Dade County,118.0,440000.0,9100.0,6.0,Bay Front,1970.0,33154.0,-86.27242070000001,39.8495783
1670,Ocean Lane Dr,1497.0,2.0,2.0,1.0,0.0,Key Biscayne,2019-12-27,Island Breakers Condo,Miami-Dade County,227.0,440000.0,150.0,4.0,Ocean Access,1970.0,33149.0,-80.1599873,25.6992375
66,15th St,1829.0,2.0,2.0,1.0,1.0,Miami,2020-04-06,VENETIA CONDO,Miami-Dade County,10.0,440000.0,555.0,35.0,Bay Front,1980.0,33132.0,-95.906059,36.140593
1190,Grand Bay Dr,1635.0,0.0,1.0,1.0,0.0,Key Biscayne,2020-03-04,GB Resort Condo Hotel,Miami-Dade County,298.0,440000.0,455.0,2.0,Ocean Front,2001.0,33149.0,-76.1236377,36.7806364
1853,West Ave,1628.0,1.0,1.0,1.0,0.0,Miami Beach,2020-01-17,Mondrian Residences,Miami-Dade County,537.0,436250.0,1100.0,6.0,Bay Front,2008.0,33139.0,-94.16546170000001,36.06807020000001
1476,Ocean Blvd,1138.0,2.0,2.0,1.0,0.0,Lauderdale By The Sea,2020-04-14,Sea Ranch Lakes North,Broward County,264.0,435000.0,5200.0,5.0,Ocean Access,1971.0,33308.0,-78.86726479999999,33.70369960000001
1160,Galt Ocean Dr,1667.0,2.0,2.0,2.0,0.0,Fort Lauderdale,2020-03-19,SOUTHPOINT,Broward County,58.0,435000.0,3400.0,19.0,Ocean Access,1974.0,33308.0,-80.0985962,26.1747161
353,72nd Ave,1816.0,2.0,2.0,2.0,1.0,Miami,2019-12-01,Colonnade,Miami-Dade County,169.0,435000.0,8390.0,1.0,Canal Front,2007.0,33143.0,-105.0247915,39.827283
133,18th St,1457.0,2.0,2.0,1.0,1.0,Miami,2020-03-30,ARIA,Miami-Dade County,161.0,435000.0,488.0,9.0,Bay Front,2018.0,33132.0,-97.335698,37.718823
990,Collins Ave,1893.0,1.0,1.0,1.0,0.0,Miami Beach,2020-03-12,The Collins Condo,Miami-Dade County,27.0,435000.0,6917.0,8.0,Ocean Front,1969.0,33141.0,-80.1210954,25.8632138
537,Biscayne Blvd,1823.0,2.0,2.0,1.0,0.0,Miami,2020-01-20,One Miami West Condo,Miami-Dade County,89.0,435000.0,325.0,17.0,Bay Front,2005.0,33131.0,-80.1694305,25.8758273
376,85th Ave,1643.0,3.0,2.0,0.0,1.0,Doral,2020-04-07,URBANA AT THE RESIDENCES,Miami-Dade County,134.0,434000.0,4725.0,1.0,Lake Front,2018.0,33166.0,-93.3616845,45.1087725
1525,Ocean Boulevard,1743.0,2.0,2.0,1.0,0.0,Pompano Beach,2020-02-13,RENAISSANCE OF POMPANO BE,Broward County,86.0,432500.0,1360.0,17.0,Ocean Front,1974.0,33062.0,-78.67765870000001,33.8173013
550,Biscayne Blvd,1634.0,2.0,2.0,2.0,1.0,Miami,2020-01-31,Ten Museum Park,Miami-Dade County,165.0,430000.0,1040.0,19.0,Bay Front,2007.0,33132.0,-80.1694305,25.8758273
109,184th St,1798.0,3.0,2.0,1.0,0.0,Aventura,2020-01-20,VILLAGE BY THE BAY,Miami-Dade County,38.0,430000.0,3255.0,4.0,Canal Front,1997.0,33160.0,-73.934287,40.852264399999996
1772,Sunset Dr,1859.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2019-12-17,Four Seasons,Broward County,146.0,430000.0,333.0,5.0,Canal Width 121 Feet Or More,1958.0,33301.0,-121.95685230000001,37.13078970000001
1015,Collins Ave,1777.0,1.0,1.0,1.0,1.0,Bal Harbour,2020-03-06,HARBOUR HOUSE,Miami-Dade County,35.0,430000.0,10275.0,3.0,Ocean Front,1964.0,33154.0,-80.1210954,25.8632138
1036,Country Club Dr,1913.0,2.0,2.0,1.0,0.0,Aventura,2019-12-31,HAMPTONS WEST,Miami-Dade County,120.0,430000.0,20281.0,3.0,Intracoastal Front,1984.0,33180.0,-96.0031662,36.171711
1817,Waterview Way,1934.0,4.0,3.0,2.0,1.0,Parkland,2020-02-04,Town Parc At MiraLago,Broward County,7.0,430000.0,9633.0,1.0,Lake Front,2015.0,33076.0,-76.44716640000001,39.32821129999999
1380,Mystic Pointe Dr,1868.0,2.0,2.0,1.0,0.0,Aventura,2020-03-04,MYSTIC POINTE,Miami-Dade County,76.0,428000.0,3530.0,33.0,Intracoastal Front,1991.0,33180.0,-80.12930659999999,25.953573199999997
666,Brickell Ave,1818.0,1.0,1.0,1.0,0.0,Miami,2020-01-31,ICON BRICKELL NO TWO,Miami-Dade County,296.0,428000.0,495.0,44.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
1487,Ocean Blvd,1678.0,2.0,2.0,1.0,0.0,Pompano Beach,2020-02-26,CENTURY PLAZA,Broward County,166.0,427500.0,1012.0,8.0,Ocean Front,1969.0,33062.0,-78.86726479999999,33.70369960000001
1485,Ocean Blvd,1873.0,2.0,2.0,1.0,0.0,Pompano Beach,2020-03-27,RENAISSANCE,Broward County,174.0,425000.0,1360.0,14.0,Ocean Front,1974.0,33062.0,-78.86726479999999,33.70369960000001
1205,Grove Isle Dr,1405.0,2.0,2.0,2.0,0.0,Coconut Grove,2020-04-16,GROVE ISLE,Miami-Dade County,181.0,425000.0,3.0,2.0,Bay Front,1981.0,33133.0,-80.2191965,25.7357749
1631,Ocean Dr,1076.0,1.0,1.0,1.0,0.0,Hollywood,2020-04-01,Hyde,Broward County,740.0,425000.0,4111.0,5.0,Ocean Front,2014.0,33019.0,-80.1311819,25.7779458
1107,Federal Hwy,2020.0,2.0,2.0,2.0,0.0,Fort Lauderdale,2020-03-20,East Point Towers,Broward County,3.0,425000.0,1170.0,6.0,River Front,1974.0,33304.0,-80.2467281,27.187524600000003
565,Biscayne Blvd,1686.0,1.0,2.0,1.0,0.0,Miami,2019-12-12,900 BISCAYNE BAY CONDO,Miami-Dade County,315.0,425000.0,900.0,39.0,Other Waterfront,2008.0,33132.0,-80.1694305,25.8758273
569,Biscayne Blvd,2005.0,1.0,1.0,1.0,1.0,Miami,2020-02-24,Marina Blue,Miami-Dade County,6.0,425000.0,888.0,40.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
1337,Lake Shore Dr,1887.0,4.0,3.0,2.0,0.0,Deerfield Beach,2020-03-19,Lakes of Deer Creek,Broward County,17.0,425000.0,3308.0,1.0,Lake Front,1987.0,33442.0,-87.5816686,41.8033479
24,123rd St,1629.0,2.0,2.0,2.0,1.0,North Miami,2020-03-17,ARETA ESTATES SEC 8,Miami-Dade County,65.0,425000.0,1999.0,1.0,Canal Front,1968.0,33181.0,-73.95228979999999,40.808944200000006
1143,Galt Ocean Dr,1729.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-03-02,COMMODORE CONDO,Broward County,50.0,425000.0,3430.0,12.0,Ocean Front,1966.0,33308.0,-80.0985962,26.1747161
1381,Mystic Pointe Dr,1699.0,2.0,2.0,1.0,0.0,Aventura,2020-05-01,MYSTIC POINTE,Miami-Dade County,29.0,425000.0,3600.0,7.0,Bay Front,1988.0,33180.0,-80.12930659999999,25.953573199999997
79,16th St,1781.0,3.0,2.0,2.0,1.0,Pembroke Pines,2020-04-20,RAINTREE,Broward County,231.0,424900.0,11306.0,1.0,Canal Front,2016.0,33025.0,-77.0364684,38.9473156
23,123rd St,1714.0,2.0,2.0,0.0,1.0,North Miami,2020-03-16,Areta,Miami-Dade County,57.0,422000.0,1975.0,1.0,Canal Front,1968.0,33181.0,-73.95228979999999,40.808944200000006
121,188th St,1651.0,2.0,2.0,2.0,1.0,Aventura,2020-01-30,Atrium at Aventura,Miami-Dade County,227.0,422000.0,3131.0,6.0,Canal Front,2007.0,33180.0,-73.7805014,40.7277699
1301,Island Blvd,1402.0,3.0,2.0,1.0,1.0,Aventura,2020-04-17,WILLIAMS ISLAND,Miami-Dade County,383.0,420000.0,1000.0,31.0,Lake Front,1990.0,33160.0,-95.53250799999999,29.557535700000003
1126,Fort Lauderdale Beach Blvd,2131.0,1.0,2.0,0.0,0.0,Fort Lauderdale,2020-01-29,Q Club,Broward County,29.0,420000.0,505.0,17.0,Ocean Front,2006.0,33304.0,-80.1030936,26.136409399999998
387,97th Ave,2249.0,3.0,2.0,2.0,0.0,Plantation,2020-01-16,CHELSEA III,Broward County,5.0,420000.0,316.0,1.0,Lake Front,1988.0,33324.0,-96.0635369,41.3066783
302,4th St,1992.0,2.0,2.0,0.0,0.0,Fort Lauderdale,2020-03-03,CHATEAU MAR,Broward County,92.0,420000.0,800.0,3.0,River Front,1966.0,33301.0,-96.0383835,36.152401
1121,Fort Lauderdale Beach blvd,1423.0,2.0,2.0,0.0,0.0,Fort Lauderdale,2020-02-14,PARK TOWER CONDO,Broward County,186.0,420000.0,1151.0,9.0,Ocean Front,1967.0,33304.0,-80.1030936,26.136409399999998
1159,Galt Ocean Dr,2055.0,2.0,2.0,0.0,0.0,Fort Lauderdale,2020-01-30,Regency Tower,Broward County,0.0,420000.0,3850.0,3.0,Ocean Front,1969.0,33308.0,-80.0985962,26.1747161
659,Brickell Ave,1851.0,1.0,1.0,1.0,0.0,Miami,2019-12-06,ICON Brickell,Miami-Dade County,137.0,420000.0,485.0,49.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
728,BRINY AVE,1864.0,2.0,2.0,1.0,0.0,Pompano Beach,2020-03-18,POMPANO BEACH CLUB,Broward County,80.0,420000.0,101.0,11.0,Ocean Front,1977.0,33062.0,-80.09009350000001,26.2287684
920,Collins Ave,795.0,2.0,2.0,1.0,0.0,Surfside,2020-03-16,Carlisle On The Ocean,Miami-Dade County,289.0,420000.0,9195.0,9.0,Ocean Front,1965.0,33154.0,-80.1210954,25.8632138
450,Bayshore Dr,1770.0,1.0,1.0,1.0,1.0,Miami,2019-12-20,YACHT HARBOUR CONDO,Miami-Dade County,105.0,420000.0,2901.0,14.0,Other Waterfront,1975.0,33133.0,-81.7704,26.128629999999998
456,Bayshore Dr,1825.0,2.0,2.0,1.0,0.0,Miami,2020-02-28,OPERA TOWER,Miami-Dade County,130.0,420000.0,1750.0,46.0,Bay Front,2008.0,33132.0,-81.7704,26.128629999999998
80,16th St,1998.0,1.0,1.0,1.0,1.0,Miami Beach,2020-02-14,CAPRI,Miami-Dade County,120.0,418000.0,1445.0,11.0,Bay Front,2008.0,33139.0,-77.0364684,38.9473156
5,104th Ct,1979.0,3.0,3.0,1.0,0.0,Doral,2020-04-13,Doral Cay,Miami-Dade County,72.0,417000.0,6030.0,1.0,Lake Front,2014.0,33178.0,-93.20235,45.1589028
567,Biscayne Blvd,1685.0,1.0,1.0,1.0,1.0,Miami,2020-02-07,900 Biscayne Bay,Miami-Dade County,540.0,415500.0,900.0,35.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
137,18th St,1759.0,1.0,2.0,1.0,0.0,Miami,2020-01-21,aria on the bay,Miami-Dade County,107.0,415000.0,488.0,43.0,Intracoastal Front,2018.0,33132.0,-97.335698,37.718823
481,Bayshore Dr,1848.0,2.0,2.0,1.0,0.0,Miami,2020-01-10,1800 Club Condo,Miami-Dade County,83.0,415000.0,1800.0,3012.0,Bay Front,2007.0,33132.0,-81.7704,26.128629999999998
1426,Ocean Blvd,1837.0,1.0,1.0,1.0,1.0,Lauderdale By The Sea,2020-02-18,SEA RANCH CLUB C,Broward County,43.0,415000.0,4900.0,10.0,Ocean Front,1981.0,33308.0,-78.86726479999999,33.70369960000001
282,3rd St,1947.0,2.0,2.0,1.0,1.0,Miami,2020-02-07,Mint Condo,Miami-Dade County,35.0,415000.0,92.0,41.0,River Front,2010.0,33130.0,-95.95179,36.156653000000006
1723,Port Royale Dr N,1956.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-03-20,Tower at Port Royale,Broward County,48.0,415000.0,3200.0,21.0,Intracoastal Front,1981.0,33308.0,-80.1013663,26.211569
343,6th St,1849.0,2.0,2.0,1.0,0.0,Miami,2020-01-03,500 Brickell,Miami-Dade County,13.0,415000.0,55.0,41.0,River Front,2008.0,33131.0,-97.72753890000001,30.263388
