,Street_Name,X,Beds,Baths,Garage_Spaces,Baths.1,City_Name,Closing_Date,Complex_Name,County,DOM,Sale_Price,Street_Number_Numeric,Unit_Floor_Location,Waterfront_Description,Year_Built,Zip_Code,longitude,latitude
1776,Sunset Harbour Dr,209.0,3.0,3.0,2.0,0.0,Miami Beach,2020-03-09,Townhomes at sunset,Miami-Dade County,208.0,1475000.0,1415.0,1.0,Canal Front,1997.0,33139.0,-80.1443819,25.793559
194,27th Ave,265.0,3.0,2.0,1.0,1.0,Coconut Grove,2019-12-16,RITZ CARLTON GROVE RESID,Miami-Dade County,511.0,1475000.0,3400.0,10.0,Bay Front,2001.0,33133.0,-112.1169561,33.5173422
803,Collins Ave,339.0,3.0,3.0,2.0,1.0,Sunny Isles Beach,2020-02-28,JADE BEACH,Miami-Dade County,83.0,1450000.0,17001.0,15.0,Ocean Front,2008.0,33160.0,-80.1210954,25.8632138
1432,Ocean Blvd,331.0,3.0,2.0,1.0,1.0,Pompano Beach,2020-03-03,CORNICHE,Broward County,25.0,1450000.0,1440.0,16.0,Ocean Front,1991.0,33062.0,-78.86726479999999,33.70369960000001
261,38th Ct,94.0,3.0,4.0,2.0,1.0,Aventura,2020-05-15,PORTO VITA NORTH TOWER,Miami-Dade County,550.0,1450000.0,20155.0,1604.0,Intracoastal Front,2003.0,33180.0,-82.186894,29.147865999999997
839,Collins Ave,259.0,3.0,2.0,2.0,1.0,Miami Beach,2019-12-06,AKOYA,Miami-Dade County,92.0,1450000.0,6365.0,31.0,Ocean Front,2004.0,33141.0,-80.1210954,25.8632138
457,Bayshore Dr,272.0,4.0,4.0,2.0,1.0,Miami,2020-04-23,The 1800 Club,Miami-Dade County,62.0,1450000.0,1800.0,37.0,Bay Front,2007.0,33132.0,-81.7704,26.128629999999998
1581,Ocean Dr,281.0,3.0,3.0,2.0,1.0,Hollywood,2020-03-13,DIPLOMAT OCEANFRONT RESID,Broward County,109.0,1450000.0,3535.0,21.0,Ocean Front,2007.0,33019.0,-80.1311819,25.7779458
1220,Harbor Dr,280.0,2.0,2.0,0.0,0.0,Key Biscayne,2020-02-20,Harbor Villas,Miami-Dade County,123.0,1450000.0,166.0,1.0,Ocean Access,1969.0,33149.0,-117.2245988,32.7261629
1809,Venetian Way,340.0,2.0,2.0,1.0,1.0,Miami Beach,2020-03-19,The Grand Venetian,Miami-Dade County,53.0,1430000.0,10.0,11.0,Bay Front,2001.0,33139.0,-80.15856540000001,25.7909407
1408,New River Dr E,314.0,3.0,3.0,2.0,1.0,Fort Lauderdale,2020-01-31,LAS OLAS GRAND,Broward County,297.0,1430000.0,411.0,31.0,River Front,2005.0,33301.0,-80.1398632,26.117303600000003
107,183rd St,336.0,4.0,4.0,1.0,0.0,Aventura,2019-12-23,PENINSULA,Miami-Dade County,49.0,1430000.0,3201.0,15.0,Bay Front,2003.0,33160.0,-87.780105,41.5588123
931,Collins Ave,277.0,2.0,2.0,1.0,0.0,Miami Beach,2019-12-11,GREEN DIAMOND CONDO,Miami-Dade County,74.0,1428000.0,4775.0,42.0,Ocean Front,2000.0,33140.0,-80.1210954,25.8632138
962,Collins Ave,254.0,3.0,4.0,3.0,1.0,Sunny Isles Beach,2020-03-18,Ocean Three,Miami-Dade County,108.0,1420000.0,18911.0,22.0,Ocean Front,2003.0,33160.0,-80.1210954,25.8632138
1078,Crandon Blvd,337.0,2.0,2.0,1.0,0.0,Key Biscayne,2019-12-19,Towers of Key Biscayne,Miami-Dade County,51.0,1415000.0,1111.0,4.0,Ocean Front,1972.0,33149.0,-80.1606948,25.7014888
266,39th Pl,348.0,4.0,4.0,2.0,1.0,Aventura,2020-03-20,Porto Vito,Miami-Dade County,16.0,1400000.0,20165.0,12.0,Intracoastal Front,1998.0,33180.0,-76.954477,38.943533
896,Collins Ave,309.0,3.0,3.0,1.0,0.0,Miami Beach,2020-01-16,North Carillon,Miami-Dade County,134.0,1400000.0,6899.0,11.0,Ocean Front,2008.0,33141.0,-80.1210954,25.8632138
819,Collins Ave,225.0,2.0,2.0,1.0,1.0,Bal Harbour,2019-12-30,RITZ BAL HARBOUR,Miami-Dade County,415.0,1400000.0,10295.0,2.0,Ocean Front,2007.0,33154.0,-80.1210954,25.8632138
816,Collins Ave,267.0,3.0,3.0,0.0,1.0,Sunny Isles Beach,2020-05-25,OCEAN ONE CONDO,Miami-Dade County,136.0,1400000.0,19333.0,29.0,Ocean Front,1999.0,33160.0,-80.1210954,25.8632138
725,Brickell Key Dr,323.0,3.0,2.0,2.0,1.0,Miami,2020-03-27,THREE TEQUESTA POINT COND,Miami-Dade County,73.0,1390000.0,848.0,9.0,Bay Front,2001.0,33131.0,-80.18539229999999,25.7673974
823,Collins Ave,330.0,3.0,3.0,1.0,1.0,Sunny Isles Beach,2020-02-20,Trump Royale Condo,Miami-Dade County,242.0,1355000.0,18201.0,40.0,Ocean Front,2008.0,33160.0,-80.1210954,25.8632138
267,39th Pl,255.0,3.0,4.0,2.0,1.0,Aventura,2019-12-31,Porto Vita,Miami-Dade County,216.0,1350000.0,19925.0,2.0,Canal Width 121 Feet Or More,1996.0,33180.0,-76.954477,38.943533
1673,Ocean Ln,394.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-02-27,POINT OF AMERICAS II,Broward County,5.0,1350000.0,2200.0,23.0,Ocean Front,1969.0,33316.0,-121.44785619999999,38.3967517
765,Collins Ave,372.0,3.0,3.0,0.0,1.0,Sunny Isles Beach,2020-05-01,TDR TOWER III,Miami-Dade County,33.0,1350000.0,15811.0,37.0,Ocean Front,2010.0,33160.0,-80.1210954,25.8632138
1843,West Ave,390.0,2.0,3.0,0.0,0.0,Miami Beach,2020-03-16,THE BENTLEY,Miami-Dade County,15.0,1350000.0,520.0,19.0,Bay Front,2004.0,33139.0,-94.16546170000001,36.06807020000001
913,Collins Ave,299.0,2.0,2.0,1.0,1.0,Miami Beach,2020-03-26,NORTH CARILLON BEACH,Miami-Dade County,0.0,1340000.0,6899.0,17.0,Ocean Front,2008.0,33141.0,-80.1210954,25.8632138
220,31 STREET,334.0,4.0,4.0,1.0,1.0,Miami,2019-12-05,GRAN PARAISO,Miami-Dade County,426.0,1325900.0,480.0,8.0,Bay Front,2018.0,33137.0,-87.6064181,41.8392978
1502,Ocean Blvd,425.0,3.0,2.0,2.0,1.0,Lauderdale By The Sea,2019-12-09,SEA RANCH CLUB B,Broward County,20.0,1315000.0,5000.0,8.0,Ocean Front,1980.0,33308.0,-78.86726479999999,33.70369960000001
841,Collins Ave,318.0,3.0,3.0,2.0,0.0,Sunny Isles Beach,2020-02-07,JADE BEACH CONDO,Miami-Dade County,122.0,1300000.0,17001.0,38.0,Ocean Front,2008.0,33160.0,-80.1210954,25.8632138
961,Collins Ave,236.0,2.0,2.0,1.0,0.0,Miami Beach,2020-01-24,Green Diamond,Miami-Dade County,496.0,1300000.0,4775.0,21.0,Ocean Front,2000.0,33140.0,-80.1210954,25.8632138
179,24th St,374.0,1.0,1.0,1.0,1.0,Miami Beach,2020-04-08,1 Hotel And Homes,Miami-Dade County,83.0,1300000.0,102.0,11.0,Ocean Front,2015.0,33139.0,-112.0303575,33.4244925
835,Collins Ave,402.0,1.0,1.0,1.0,0.0,Miami Beach,2019-12-12,FONTAINEBLEAU SORRENTO,Miami-Dade County,36.0,1300000.0,4391.0,4.0,Ocean Access,2008.0,33140.0,-80.1210954,25.8632138
880,Collins Ave,321.0,2.0,2.0,1.0,0.0,Miami Beach,2020-04-08,Carillon South,Miami-Dade County,118.0,1300000.0,6799.0,15.0,Ocean Front,2008.0,33141.0,-80.1210954,25.8632138
842,Collins Ave,363.0,2.0,2.0,1.0,0.0,Miami Beach,2020-02-28,GREEN DIAMOND CONDO,Miami-Dade County,200.0,1285000.0,4775.0,36.0,Ocean Front,2000.0,33140.0,-80.1210954,25.8632138
1298,island blvd,415.0,4.0,4.0,2.0,1.0,Aventura,2020-02-14,Residence Du Cap,Miami-Dade County,18.0,1275000.0,2600.0,27.0,Intracoastal Front,1997.0,33160.0,-95.53250799999999,29.557535700000003
887,Collins Ave,408.0,2.0,2.0,1.0,0.0,Miami Beach,2020-04-06,GREEN DIAMOND CONDO,Miami-Dade County,4.0,1275000.0,4775.0,32.0,Ocean Front,2000.0,33140.0,-80.1210954,25.8632138
1187,Grand Bay Dr,362.0,2.0,2.0,2.0,0.0,Key Biscayne,2019-12-02,Ritz-Carlton,Miami-Dade County,106.0,1275000.0,455.0,2.0,Ocean Front,2001.0,33149.0,-76.1236377,36.7806364
102,18 Street,368.0,3.0,4.0,2.0,0.0,Miami,2020-03-11,ARIA ON THE BAY,Miami-Dade County,111.0,1275000.0,488.0,47.0,Other Waterfront,2018.0,33132.0,-73.9978777,40.7410695
397,Alton Rd,371.0,2.0,2.0,1.0,1.0,Miami Beach,2019-12-19,Icon South Beach,Miami-Dade County,17.0,1275000.0,450.0,30.0,Other Waterfront,2005.0,33139.0,-80.13657540000001,25.808077100000002
1781,Surf Rd,352.0,3.0,3.0,0.0,1.0,Hollywood,2020-02-24,seascape condo,Broward County,98.0,1275000.0,441.0,1.0,Ocean Front,1978.0,33019.0,-84.4347448,30.0168757
849,Collins Ave,294.0,2.0,2.0,1.0,1.0,Miami Beach,2020-02-20,Carillon,Miami-Dade County,542.0,1270000.0,6899.0,8.0,Ocean Front,2008.0,33141.0,-80.1210954,25.8632138
478,Bayshore Dr,380.0,3.0,3.0,2.0,1.0,Fort Lauderdale,2020-01-17,La Rive,Broward County,45.0,1250000.0,715.0,9.0,Intracoastal Front,2004.0,33304.0,-81.7704,26.128629999999998
265,39th Pl,288.0,4.0,5.0,2.0,1.0,Aventura,2019-12-18,Porto Vita,Miami-Dade County,155.0,1250000.0,20165.0,6.0,Intracoastal Front,1998.0,33180.0,-76.954477,38.943533
1561,Ocean Dr,438.0,2.0,2.0,2.0,1.0,Miami Beach,2019-12-11,ROYAL ATLANTIC CONDO,Miami-Dade County,158.0,1250000.0,465.0,4.0,Ocean Front,1969.0,33139.0,-80.1311819,25.7779458
113,188 St,404.0,3.0,4.0,2.0,1.0,Aventura,2020-03-13,ECHO AVENTURA,Miami-Dade County,2.0,1250000.0,3300.0,9.0,Ocean Front,2015.0,33180.0,-73.7805014,40.7277699
952,Collins Ave,263.0,2.0,3.0,1.0,0.0,Sunny Isles Beach,2020-05-12,Jade Ocean,Miami-Dade County,98.0,1250000.0,17121.0,37.0,Ocean Front,2009.0,33160.0,-80.1210954,25.8632138
1493,Ocean Blvd,383.0,3.0,2.0,1.0,1.0,Fort Lauderdale,2019-12-03,L'HERMITAGE,Broward County,210.0,1245000.0,3200.0,24.0,Ocean Front,1998.0,33308.0,-78.86726479999999,33.70369960000001
1418,Ocean,376.0,2.0,2.0,2.0,1.0,Pompano Beach,2020-02-06,Sabbia Beach,Broward County,164.0,1225000.0,730.0,14.0,Ocean Front,2018.0,3062.0,-95.75898000000001,36.192873999999996
1468,Ocean Blvd,302.0,3.0,2.0,1.0,1.0,Fort Lauderdale,2020-04-30,L'Hermitage II,Broward County,71.0,1225000.0,3200.0,17.0,Ocean Front,1998.0,33308.0,-78.86726479999999,33.70369960000001
218,31 st,317.0,4.0,4.0,1.0,1.0,Miami,2019-12-27,GRAN PARAISO,Miami-Dade County,119.0,1220000.0,480.0,18.0,Bay Front,2019.0,33137.0,-95.851508,36.119074
473,Bayshore Dr,419.0,2.0,2.0,2.0,1.0,Coconut Grove,2019-12-16,Grove Hill Tower,Miami-Dade County,25.0,1215000.0,2645.0,19.0,Bay Front,1996.0,33133.0,-81.7704,26.128629999999998
264,39th Pl,320.0,3.0,3.0,2.0,1.0,Aventura,2020-02-26,PORTO VITA,Miami-Dade County,274.0,1200000.0,19925.0,3.0,No Fixed Bridges,1996.0,33180.0,-76.954477,38.943533
1004,Collins Ave,399.0,3.0,3.0,2.0,1.0,Sunny Isles Beach,2020-04-22,TRUMP TOWERS II,Miami-Dade County,117.0,1200000.0,15901.0,40.0,Ocean Front,2008.0,33160.0,-80.1210954,25.8632138
1410,New River Dr E,393.0,3.0,3.0,1.0,1.0,Fort Lauderdale,2019-12-06,LAS OLAS GRAND,Broward County,2.0,1200000.0,411.0,31.0,River Front,2005.0,33301.0,-80.1398632,26.117303600000003
965,Collins Ave,301.0,3.0,3.0,0.0,1.0,Sunny Isles Beach,2020-01-10,TRUMP TOWER I,Miami-Dade County,199.0,1200000.0,16001.0,31.0,Ocean Front,2008.0,33160.0,-80.1210954,25.8632138
406,Alton Rd,319.0,2.0,2.0,1.0,1.0,Miami Beach,2020-03-17,ICON SOUTH BEACH,Miami-Dade County,501.0,1200000.0,450.0,23.0,Bay Front,2004.0,33139.0,-80.13657540000001,25.808077100000002
1693,Point Pl,388.0,3.0,3.0,1.0,1.0,Aventura,2020-03-23,Atlantic 1 The Point,Miami-Dade County,104.0,1195000.0,21200.0,22.0,Canal Front,2004.0,33180.0,-89.51479609999998,43.0557487
401,Alton Rd,298.0,2.0,2.0,2.0,1.0,Miami Beach,2020-02-11,Murano Grande,Miami-Dade County,250.0,1190000.0,400.0,14.0,Bay Front,2003.0,33139.0,-80.13657540000001,25.808077100000002
1451,Ocean Blvd,332.0,3.0,3.0,2.0,0.0,Lauderdale By The Sea,2020-05-27,Cristelle,Broward County,328.0,1180000.0,1700.0,11.0,Ocean Front,1998.0,33062.0,-78.86726479999999,33.70369960000001
1092,Edgewater Dr,286.0,3.0,3.0,2.0,1.0,Coral Gables,2020-01-02,The Gables Club,Miami-Dade County,603.0,1175000.0,60.0,3.0,Canal Front,2003.0,33133.0,-81.4013364,28.5988912
621,Brickell Ave,483.0,3.0,2.0,1.0,0.0,Miami,2019-12-06,ICON BRICKELL TOWER TWO,Miami-Dade County,21.0,1175000.0,495.0,31.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
1447,Ocean Blvd,473.0,3.0,2.0,2.0,1.0,Lauderdale By The Sea,2020-03-11,SEA RANCH CLUB A,Broward County,3.0,1175000.0,5100.0,15.0,Ocean Front,1978.0,33308.0,-78.86726479999999,33.70369960000001
1354,Las Olas Way,385.0,3.0,3.0,1.0,1.0,Fort Lauderdale,2020-03-12,LAS OLAS RIVER HOUSE,Broward County,203.0,1150000.0,333.0,38.0,River Front,2004.0,33301.0,-118.81614740000002,34.0126901
933,Collins Ave,457.0,3.0,2.0,1.0,1.0,Miami Beach,2019-12-04,AKOYA,Miami-Dade County,13.0,1150000.0,6365.0,9.0,Ocean Front,2004.0,33141.0,-80.1210954,25.8632138
1278,ISLAND AV,466.0,3.0,3.0,1.0,0.0,Miami Beach,2020-05-14,Nine Island Avenue,Miami-Dade County,54.0,1150000.0,9.0,10.0,Bay Front,1981.0,33139.0,-73.960251,40.577969
936,Collins Ave,427.0,2.0,3.0,0.0,0.0,Bal Harbour,2020-03-02,BAL HARBOUR 101 CONDO,Miami-Dade County,183.0,1140000.0,10155.0,11.0,Ocean Front,1977.0,33154.0,-80.1210954,25.8632138
1774,Sunset Harbour Dr,447.0,2.0,2.0,1.0,1.0,Miami Beach,2020-04-16,Sunset Harbour South Cond,Miami-Dade County,45.0,1130000.0,1800.0,21.0,Bay Front,1998.0,33139.0,-80.1443819,25.793559
586,Biscayne Blvd,379.0,3.0,2.0,1.0,1.0,Miami,2020-01-09,MARQUIS RESIDENCES,Miami-Dade County,134.0,1120000.0,1100.0,57.0,Bay Front,2009.0,33132.0,-80.1694305,25.8758273
1192,Grapetree Dr,411.0,3.0,3.0,1.0,0.0,Key Biscayne,2020-02-24,Mar-Azul,Miami-Dade County,16.0,1100000.0,600.0,11.0,Ocean Front,1974.0,33149.0,-80.1584872,25.684687300000004
1437,Ocean Blvd,480.0,3.0,2.0,2.0,1.0,Lauderdale By The Sea,2019-12-04,SEA RANCH VILLAS,Broward County,87.0,1100000.0,5400.0,2.0,Ocean Access,1963.0,33308.0,-78.86726479999999,33.70369960000001
346,7 Ave,355.0,3.0,3.0,1.0,1.0,Miami,2020-02-21,One Paraiso,Miami-Dade County,530.0,1100000.0,3131.0,50.0,Bay Front,2018.0,33137.0,-90.5891967,41.50245
1293,Island Ave,365.0,3.0,3.0,2.0,0.0,Miami Beach,2020-03-26,Nine Island Avenue Condo,Miami-Dade County,252.0,1100000.0,9.0,8.0,Bay Front,1981.0,33139.0,-75.237983,39.898585
460,Bayshore Dr,475.0,2.0,2.0,2.0,1.0,Coconut Grove,2020-03-30,Grove Hill Tower,Miami-Dade County,66.0,1100000.0,2645.0,10.0,Bay Front,1996.0,33133.0,-81.7704,26.128629999999998
496,BAYSHORE DR,442.0,2.0,2.0,1.0,1.0,Miami,2019-12-20,PARAMOUNT BAY,Miami-Dade County,232.0,1100000.0,2020.0,20.0,Bay Front,2010.0,33137.0,-81.7704,26.128629999999998
722,Brickell Key Dr,448.0,2.0,2.0,1.0,0.0,Miami,2019-12-23,TWO TEQUESTA,Miami-Dade County,154.0,1100000.0,808.0,29.0,Bay Front,1999.0,33131.0,-80.18539229999999,25.7673974
1606,Ocean Dr,456.0,2.0,3.0,1.0,0.0,Hollywood,2020-03-09,OCEAN PALMS,Broward County,98.0,1100000.0,3101.0,28.0,Ocean Front,2005.0,33019.0,-80.1311819,25.7779458
260,38th Ct,439.0,3.0,4.0,1.0,1.0,Aventura,2020-03-04,Porto Vita,Miami-Dade County,31.0,1082000.0,19955.0,9.0,Intracoastal Front,2000.0,33180.0,-82.186894,29.147865999999997
957,Collins Ave,464.0,2.0,2.0,1.0,0.0,Miami Beach,2020-03-05,CARILLON CONDOS,Miami-Dade County,125.0,1075000.0,6899.0,18.0,Ocean Front,2008.0,33141.0,-80.1210954,25.8632138
108,183rd St,478.0,3.0,3.0,2.0,1.0,Aventura,2020-05-07,THE PENINSULA II CONDO,Miami-Dade County,12.0,1070000.0,3301.0,29.0,Intracoastal Front,2007.0,33160.0,-87.780105,41.5588123
578,Biscayne Blvd,521.0,3.0,2.0,2.0,1.0,Miami,2019-12-09,MARQUIS CONDO,Miami-Dade County,19.0,1070000.0,1100.0,50.0,Bay Front,2009.0,33132.0,-80.1694305,25.8758273
461,Bayshore Dr,345.0,3.0,3.0,2.0,1.0,Miami,2020-01-13,L HERMITAGE,Miami-Dade County,290.0,1070000.0,2000.0,1.0,Bay Front,1981.0,33133.0,-81.7704,26.128629999999998
599,Brickell Ave,406.0,3.0,2.0,1.0,0.0,Miami,2019-12-20,ICON BRICKELL TWO,Miami-Dade County,126.0,1050000.0,495.0,55.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
1585,Ocean Dr,542.0,2.0,2.0,1.0,0.0,Hallandale Beach,2020-02-10,BEACH CLUB II,Broward County,82.0,1050000.0,1830.0,10.0,Ocean Front,2005.0,33009.0,-80.1311819,25.7779458
195,27th Ave,492.0,2.0,2.0,1.0,1.0,Coconut Grove,2020-03-27,The Ritz Carlton,Miami-Dade County,279.0,1050000.0,3400.0,15.0,Bay Front,2001.0,33133.0,-112.1169561,33.5173422
119,188th St,326.0,3.0,4.0,2.0,1.0,Aventura,2020-04-01,ECHO,Miami-Dade County,165.0,1050000.0,3250.0,7.0,Bay Front,2015.0,33180.0,-73.7805014,40.7277699
1401,New River Dr,486.0,3.0,3.0,1.0,1.0,Fort Lauderdale,2019-12-06,LAS OLAS GRAND,Broward County,266.0,1050000.0,411.0,18.0,River Front,2005.0,33301.0,-77.52891240000001,34.4372373
1128,Fort Lauderdale Beach Blvd,523.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-01-31,LAS OLAS BEACH CLUB,Broward County,241.0,1040000.0,101.0,9.0,Ocean Front,2007.0,33316.0,-80.1030936,26.136409399999998
1282,Island Ave,370.0,2.0,2.0,1.0,1.0,Miami Beach,2020-03-17,Belle Towers,Miami-Dade County,374.0,1035000.0,16.0,4.0,Bay Front,1958.0,33139.0,-75.237983,39.898585
938,Collins Ave,434.0,2.0,2.0,1.0,1.0,Sunny Isles Beach,2020-01-21,OCEAN ONE CONDO,Miami-Dade County,96.0,1030000.0,19333.0,26.0,Ocean Front,1999.0,33160.0,-80.1210954,25.8632138
1762,Sunny Isles Blvd,328.0,3.0,3.0,2.0,1.0,Sunny Isles Beach,2020-03-16,Parque Towers,Miami-Dade County,97.0,1025000.0,300.0,22.0,Canal Front,2018.0,33160.0,-80.1374728,25.9274603
902,Collins Ave,469.0,3.0,3.0,2.0,1.0,Sunny Isles Beach,2020-05-12,TRUMP TOWER II,Miami-Dade County,52.0,1013000.0,15901.0,42.0,Ocean Access,2008.0,33160.0,-80.1210954,25.8632138
1677,Ocean Ter,566.0,2.0,2.0,2.0,0.0,Miami Beach,2020-04-30,St Tropez Ocean Condo,Miami-Dade County,45.0,1010000.0,7330.0,26.0,Ocean Front,1999.0,33141.0,-80.1196827,25.859011399999996
447,Bayshore Dr,471.0,2.0,2.0,1.0,0.0,Miami,2020-02-12,Yacht Harbour,Miami-Dade County,216.0,1000000.0,2901.0,1.0,Intersecting Canals,1975.0,33133.0,-81.7704,26.128629999999998
1636,Ocean Dr,506.0,2.0,2.0,1.0,0.0,Key Biscayne,2020-03-16,CASA DEL MAR,Miami-Dade County,261.0,1000000.0,881.0,22.0,Ocean Front,1971.0,33149.0,-80.1311819,25.7779458
112,188 st,507.0,3.0,4.0,2.0,1.0,Aventura,2019-12-30,echo aventura,Miami-Dade County,6.0,1000000.0,3250.0,4.0,Canal Front,2015.0,33180.0,-73.7805014,40.7277699
829,Collins Ave,467.0,2.0,2.0,1.0,0.0,Miami Beach,2019-12-18,The Carillon,Miami-Dade County,158.0,1000000.0,6899.0,28.0,Ocean Front,2008.0,33141.0,-80.1210954,25.8632138
1064,Crandon Blvd,584.0,2.0,2.0,2.0,1.0,Key Biscayne,2020-04-01,Key Colony,Miami-Dade County,62.0,995000.0,101.0,1.0,Ocean Front,1981.0,33149.0,-80.1606948,25.7014888
1039,Country Club Dr,410.0,3.0,3.0,1.0,1.0,Aventura,2020-05-01,HAMPTONS SOUTH CONDO,Miami-Dade County,220.0,995000.0,20201.0,17.0,Other Waterfront,2004.0,33180.0,-96.0031662,36.171711
1669,Ocean Lane Dr,546.0,2.0,2.0,1.0,0.0,Key Biscayne,2020-04-15,Commodore Club East,Miami-Dade County,24.0,980000.0,177.0,10.0,Ocean Front,1971.0,33149.0,-80.1599873,25.6992375
1847,West Ave,575.0,2.0,2.0,1.0,0.0,Miami Beach,2019-12-16,The Floridian,Miami-Dade County,20.0,980000.0,650.0,31.0,Bay Front,1997.0,33139.0,-94.16546170000001,36.06807020000001
1523,OCEAN BLVD,605.0,3.0,2.0,95.0,1.0,Lauderdale By The Sea,2020-02-19,SEA RANCH CLUB A,Broward County,3.0,975000.0,5100.0,4.0,Ocean Front,1975.0,33308.0,-78.86726479999999,33.70369960000001
1505,Ocean Blvd,424.0,3.0,2.0,1.0,1.0,Fort Lauderdale,2020-03-11,L'HERMITAGE,Broward County,333.0,975000.0,3100.0,16.0,Ocean Front,1997.0,33308.0,-78.86726479999999,33.70369960000001
490,Bayshore Dr,569.0,3.0,3.0,2.0,0.0,Miami,2020-04-30,1800 CLUB CONDO,Miami-Dade County,260.0,970000.0,1800.0,6.0,Bay Front,2007.0,33132.0,-81.7704,26.128629999999998
408,Alton Rd,540.0,2.0,2.0,1.0,0.0,Miami Beach,2020-04-09,YACHT CLUB AT PORTOFINO,Miami-Dade County,168.0,970000.0,90.0,27.0,Bay Front,1999.0,33139.0,-80.13657540000001,25.808077100000002
1171,Galt Ocean Dr,453.0,3.0,2.0,3.0,1.0,Fort Lauderdale,2019-12-23,L'Ambiance,Broward County,361.0,960000.0,4240.0,20.0,Ocean Front,2003.0,33308.0,-80.0985962,26.1747161
480,Bayshore Dr,413.0,2.0,2.0,1.0,1.0,Miami,2020-05-15,Paramount Bay Condo,Miami-Dade County,231.0,960000.0,2020.0,31.0,Bay Front,2010.0,33137.0,-81.7704,26.128629999999998
950,Collins Ave,508.0,3.0,3.0,1.0,0.0,Miami Beach,2020-02-28,La Gorce Palace,Miami-Dade County,183.0,960000.0,6301.0,26.0,Ocean Front,1996.0,33141.0,-80.1210954,25.8632138
345,7 Ave,505.0,3.0,4.0,1.0,0.0,Miami,2020-03-13,BISCAYNE BEACH CONDO,Miami-Dade County,190.0,959000.0,2900.0,29.0,Bay Front,2017.0,33137.0,-90.5891967,41.50245
1458,Ocean Blvd,563.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-04-23,L'Hermitage,Broward County,202.0,955000.0,3200.0,22.0,Ocean Front,1998.0,33308.0,-78.86726479999999,33.70369960000001
1532,Ocean Dr,450.0,3.0,3.0,1.0,1.0,Hallandale Beach,2019-12-23,BEACH CLUB ONE,Broward County,253.0,950000.0,1850.0,19.0,Ocean Front,2005.0,33009.0,-80.1311819,25.7779458
655,Brickell Ave,594.0,3.0,3.0,1.0,0.0,Miami,2020-03-02,1010 BRICKELL CONDO,Miami-Dade County,52.0,950000.0,1010.0,40.0,Bay Front,2017.0,33131.0,-80.19679959999999,25.7553254
615,Brickell Ave,445.0,3.0,2.0,1.0,0.0,Miami,2019-12-17,ICON BRICKELL TOWER TWO,Miami-Dade County,8.0,950000.0,495.0,54.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
671,Brickell Ave,463.0,3.0,2.0,1.0,0.0,Miami,2019-12-17,ICON BRICKELL TOWER TWO,Miami-Dade County,187.0,950000.0,495.0,54.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
1009,Collins Ave,412.0,3.0,3.0,2.0,0.0,Sunny Isles Beach,2020-03-06,Oceania I Condo,Miami-Dade County,122.0,950000.0,16425.0,3.0,Ocean Front,1990.0,33160.0,-80.1210954,25.8632138
1318,Island Blvd,609.0,2.0,2.0,2.0,1.0,Aventura,2020-03-18,3000 ISL BLVD WILLIAMS IS,Miami-Dade County,73.0,949000.0,3000.0,19.0,Intracoastal Front,1988.0,33160.0,-95.53250799999999,29.557535700000003
1490,Ocean Blvd,518.0,3.0,2.0,1.0,1.0,Lauderdale By The Sea,2020-04-01,HAMPTON BEACH CLUB,Broward County,15.0,948063.0,1800.0,14.0,Ocean Front,1980.0,33062.0,-78.86726479999999,33.70369960000001
1828,West Ave,576.0,3.0,2.0,2.0,0.0,Miami Beach,2020-05-01,THE FLORIDIAN CONDO,Miami-Dade County,20.0,948000.0,650.0,18.0,Bay Front,1997.0,33139.0,-94.16546170000001,36.06807020000001
1692,Point Pl,310.0,3.0,3.0,1.0,1.0,Aventura,2020-02-27,ATLANTIC III AT THE POINT,Miami-Dade County,510.0,940000.0,21050.0,9.0,Intracoastal Front,2000.0,33180.0,-89.51479609999998,43.0557487
792,Collins Ave,551.0,2.0,2.0,0.0,1.0,Sunny Isles Beach,2020-01-31,TRUMP ROYALE CONDO,Miami-Dade County,94.0,940000.0,18201.0,39.0,Ocean Front,2008.0,33160.0,-80.1210954,25.8632138
1780,Sunset Harbour Dr.,587.0,2.0,2.0,1.0,0.0,Miami Beach,2020-03-09,SUNSET HARBOUR SOUTH,Miami-Dade County,87.0,940000.0,1800.0,16.0,Bay Front,1998.0,33139.0,-80.1443819,25.793559
1056,Crandon Blvd,554.0,2.0,2.0,1.0,0.0,Key Biscayne,2020-03-18,THE TIDEMARK,Miami-Dade County,10.0,930000.0,201.0,7.0,Ocean Front,1978.0,33149.0,-80.1606948,25.7014888
1850,West Ave,574.0,2.0,2.0,1.0,0.0,Miami Beach,2020-02-14,Bentley Bay,Miami-Dade County,631.0,928000.0,540.0,19.0,Bay Front,2004.0,33139.0,-94.16546170000001,36.06807020000001
1429,Ocean Blvd,517.0,3.0,3.0,2.0,0.0,Lauderdale By The Sea,2020-02-03,Cristelle,Broward County,165.0,925000.0,1700.0,12.0,Ocean Front,1998.0,33062.0,-78.86726479999999,33.70369960000001
